User_ID,Session_Date,Device_Type,Add_to_Cart,Proceed_to_Checkout,Complete_Purchase,Drop_Reason
2236,2024-11-12,Desktop,Yes,Yes,Yes,-
2237,2024-11-05,Desktop,No,No,No,-
2238,2024-11-15,Desktop,Yes,Yes,No,High Shipping Cost
2239,2024-11-14,Desktop,Yes,No,No,Forced Account Creation
2240,2024-11-23,Mobile,No,No,No,-
2241,2024-11-21,Tablet,No,No,No,-
2242,2024-11-01,Mobile,Yes,No,No,Not Ready to Buy
2243,2024-11-05,Mobile,Yes,Yes,No,Forced Account Creation
2244,2024-11-17,Mobile,Yes,No,No,Limited Payment Options
2245,2024-11-01,Tablet,No,No,No,-
2246,2024-11-29,Tablet,No,No,No,-
2247,2024-11-25,Mobile,No,No,No,-
2248,2024-11-01,Desktop,No,No,No,-
2249,2024-11-07,Tablet,Yes,Yes,Yes,-
2250,2024-11-03,Desktop,No,No,No,-
2251,2024-11-15,Tablet,Yes,Yes,No,Forced Account Creation
2252,2024-11-03,Mobile,Yes,No,No,High Shipping Cost
2253,2024-11-09,Mobile,Yes,Yes,Yes,-
2254,2024-11-16,Mobile,No,No,No,-
2255,2024-11-07,Tablet,No,No,No,-
2256,2024-11-15,Tablet,Yes,No,No,Complex Checkout Process
2257,2024-11-08,Mobile,Yes,Yes,No,High Shipping Cost
2258,2024-11-29,Mobile,Yes,Yes,Yes,-
2259,2024-11-16,Desktop,No,No,No,-
2260,2024-11-03,Desktop,No,No,No,-
2261,2024-11-25,Tablet,Yes,No,No,Complex Checkout Process
2262,2024-11-26,Mobile,No,No,No,-
2263,2024-11-17,Mobile,Yes,Yes,Yes,-
2264,2024-11-28,Tablet,Yes,No,No,High Shipping Cost
2265,2024-11-25,Mobile,Yes,No,No,High Shipping Cost
2266,2024-11-28,Desktop,No,No,No,-
2267,2024-11-10,Tablet,Yes,Yes,No,Forced Account Creation
2268,2024-11-05,Desktop,Yes,No,No,Limited Payment Options
2269,2024-11-26,Mobile,Yes,No,No,Forced Account Creation
2270,2024-11-05,Tablet,Yes,Yes,No,High Shipping Cost
2271,2024-11-26,Tablet,No,No,No,-
2272,2024-11-21,Desktop,No,No,No,-
2273,2024-11-07,Mobile,Yes,No,No,High Shipping Cost
2274,2024-11-21,Tablet,No,No,No,-
2275,2024-11-16,Mobile,No,No,No,-
2276,2024-11-30,Mobile,No,No,No,-
2277,2024-11-26,Desktop,No,No,No,-
2278,2024-11-19,Mobile,Yes,No,No,Forced Account Creation
2279,2024-11-05,Desktop,Yes,No,No,Not Ready to Buy
2280,2024-11-25,Desktop,Yes,Yes,No,Limited Payment Options
2281,2024-11-17,Mobile,Yes,Yes,No,Forced Account Creation
2282,2024-11-18,Tablet,No,No,No,-
2283,2024-11-28,Tablet,No,No,No,-
2284,2024-11-17,Mobile,Yes,Yes,Yes,-
2285,2024-11-12,Tablet,No,No,No,-
2286,2024-11-19,Mobile,Yes,Yes,No,Forced Account Creation
2287,2024-11-15,Tablet,Yes,Yes,Yes,-
2288,2024-11-08,Tablet,Yes,No,No,Limited Payment Options
2289,2024-11-26,Mobile,No,No,No,-
2290,2024-11-12,Tablet,Yes,No,No,Complex Checkout Process
2291,2024-11-21,Mobile,No,No,No,-
2292,2024-11-03,Desktop,No,No,No,-
2293,2024-11-28,Desktop,Yes,No,No,Not Ready to Buy
2294,2024-11-25,Mobile,Yes,Yes,Yes,-
2295,2024-11-04,Tablet,Yes,No,No,Complex Checkout Process
2296,2024-11-18,Mobile,Yes,Yes,No,Limited Payment Options
2297,2024-11-07,Mobile,No,No,No,-
2298,2024-11-01,Mobile,Yes,Yes,Yes,-
2299,2024-11-25,Tablet,Yes,No,No,High Shipping Cost
2300,2024-11-17,Desktop,No,No,No,-
2301,2024-11-30,Mobile,No,No,No,-
2302,2024-11-25,Mobile,Yes,No,No,High Shipping Cost
2303,2024-11-25,Desktop,Yes,No,No,Limited Payment Options
2304,2024-11-04,Tablet,No,No,No,-
2305,2024-11-29,Tablet,No,No,No,-
2306,2024-11-29,Mobile,No,No,No,-
2307,2024-11-29,Desktop,No,No,No,-
2308,2024-11-23,Mobile,Yes,Yes,Yes,-
2309,2024-11-08,Tablet,Yes,Yes,Yes,-
2310,2024-11-12,Tablet,Yes,Yes,Yes,-
2311,2024-11-17,Tablet,Yes,Yes,No,Complex Checkout Process
2312,2024-11-08,Mobile,Yes,No,No,Limited Payment Options
2313,2024-11-21,Tablet,Yes,No,No,Complex Checkout Process
2314,2024-11-13,Desktop,Yes,No,No,Forced Account Creation
2315,2024-11-01,Tablet,No,No,No,-
2316,2024-11-18,Mobile,Yes,Yes,Yes,-
2317,2024-11-17,Tablet,Yes,Yes,Yes,-
2318,2024-11-17,Tablet,Yes,Yes,No,Not Ready to Buy
2319,2024-11-01,Tablet,Yes,No,No,Limited Payment Options
2320,2024-11-28,Tablet,No,No,No,-
2321,2024-11-13,Desktop,Yes,No,No,Forced Account Creation
2322,2024-11-12,Desktop,Yes,No,No,Forced Account Creation
2323,2024-11-27,Tablet,No,No,No,-
2324,2024-11-02,Desktop,No,No,No,-
2325,2024-11-13,Tablet,Yes,Yes,Yes,-
2326,2024-11-20,Desktop,Yes,No,No,High Shipping Cost
2327,2024-11-30,Tablet,Yes,Yes,Yes,-
2328,2024-11-21,Mobile,No,No,No,-
2329,2024-11-22,Desktop,No,No,No,-
2330,2024-11-17,Tablet,No,No,No,-
2331,2024-11-25,Tablet,No,No,No,-
2332,2024-11-21,Tablet,Yes,Yes,Yes,-
2333,2024-11-30,Tablet,Yes,No,No,Forced Account Creation
2334,2024-11-19,Desktop,No,No,No,-
2335,2024-11-26,Desktop,Yes,Yes,No,Limited Payment Options
2336,2024-11-24,Desktop,Yes,No,No,High Shipping Cost
2337,2024-11-18,Desktop,No,No,No,-
2338,2024-11-06,Mobile,Yes,Yes,No,Complex Checkout Process
2339,2024-11-18,Tablet,Yes,Yes,Yes,-
2340,2024-11-29,Desktop,No,No,No,-
2341,2024-11-15,Desktop,Yes,Yes,Yes,-
2342,2024-11-14,Tablet,Yes,Yes,Yes,-
2343,2024-11-14,Mobile,No,No,No,-
2344,2024-11-15,Tablet,No,No,No,-
2345,2024-11-01,Tablet,No,No,No,-
2346,2024-11-10,Desktop,No,No,No,-
2347,2024-11-25,Tablet,Yes,Yes,Yes,-
2348,2024-11-13,Desktop,No,No,No,-
2349,2024-11-25,Desktop,Yes,No,No,Limited Payment Options
2350,2024-11-24,Desktop,No,No,No,-
2351,2024-11-08,Mobile,No,No,No,-
2352,2024-11-21,Desktop,No,No,No,-
2353,2024-11-17,Mobile,Yes,No,No,Complex Checkout Process
2354,2024-11-20,Tablet,Yes,Yes,Yes,-
2355,2024-11-08,Tablet,Yes,Yes,Yes,-
2356,2024-11-27,Tablet,Yes,No,No,Limited Payment Options
2357,2024-11-18,Mobile,Yes,No,No,Limited Payment Options
2358,2024-11-05,Tablet,No,No,No,-
2359,2024-11-24,Mobile,No,No,No,-
2360,2024-11-03,Tablet,Yes,No,No,Limited Payment Options
2361,2024-11-04,Desktop,Yes,No,No,Limited Payment Options
2362,2024-11-26,Mobile,No,No,No,-
2363,2024-11-08,Tablet,Yes,Yes,No,Not Ready to Buy
2364,2024-11-03,Tablet,No,No,No,-
2365,2024-11-20,Tablet,Yes,No,No,Forced Account Creation
2366,2024-11-24,Mobile,Yes,Yes,Yes,-
2367,2024-11-30,Tablet,Yes,Yes,Yes,-
2368,2024-11-22,Tablet,Yes,No,No,Complex Checkout Process
2369,2024-11-16,Desktop,Yes,No,No,Forced Account Creation
2370,2024-11-19,Mobile,Yes,No,No,Complex Checkout Process
2371,2024-11-10,Mobile,Yes,No,No,High Shipping Cost
2372,2024-11-03,Mobile,No,No,No,-
2373,2024-11-04,Mobile,No,No,No,-
2374,2024-11-21,Mobile,Yes,No,No,Not Ready to Buy
2375,2024-11-20,Tablet,No,No,No,-
2376,2024-11-02,Tablet,Yes,No,No,Limited Payment Options
2377,2024-11-23,Desktop,No,No,No,-
2378,2024-11-02,Tablet,No,No,No,-
2379,2024-11-25,Desktop,Yes,Yes,No,High Shipping Cost
2380,2024-11-07,Mobile,No,No,No,-
2381,2024-11-27,Tablet,Yes,Yes,No,High Shipping Cost
2382,2024-11-18,Mobile,No,No,No,-
2383,2024-11-24,Tablet,No,No,No,-
2384,2024-11-12,Desktop,No,No,No,-
2385,2024-11-23,Tablet,No,No,No,-
2386,2024-11-16,Mobile,No,No,No,-
2387,2024-11-04,Desktop,Yes,Yes,No,Limited Payment Options
2388,2024-11-17,Desktop,Yes,No,No,Not Ready to Buy
2389,2024-11-24,Tablet,No,No,No,-
2390,2024-11-09,Tablet,Yes,No,No,Not Ready to Buy
2391,2024-11-13,Tablet,Yes,Yes,Yes,-
2392,2024-11-24,Mobile,No,No,No,-
2393,2024-11-21,Mobile,No,No,No,-
2394,2024-11-03,Tablet,Yes,No,No,High Shipping Cost
2395,2024-11-14,Tablet,No,No,No,-
2396,2024-11-11,Mobile,Yes,No,No,Forced Account Creation
2397,2024-11-06,Tablet,Yes,No,No,High Shipping Cost
2398,2024-11-02,Desktop,Yes,Yes,No,Not Ready to Buy
2399,2024-11-11,Tablet,No,No,No,-
2400,2024-11-28,Desktop,Yes,No,No,Forced Account Creation
2401,2024-11-12,Desktop,No,No,No,-
2402,2024-11-15,Mobile,Yes,No,No,Not Ready to Buy
2403,2024-11-02,Desktop,No,No,No,-
2404,2024-11-10,Mobile,Yes,No,No,Complex Checkout Process
2405,2024-11-27,Tablet,Yes,No,No,High Shipping Cost
2406,2024-11-08,Desktop,Yes,No,No,Forced Account Creation
2407,2024-11-26,Mobile,No,No,No,-
2408,2024-11-19,Tablet,Yes,Yes,Yes,-
2409,2024-11-01,Tablet,Yes,Yes,Yes,-
2410,2024-11-01,Mobile,Yes,No,No,Not Ready to Buy
2411,2024-11-08,Mobile,No,No,No,-
2412,2024-11-29,Tablet,Yes,No,No,High Shipping Cost
2413,2024-11-23,Tablet,Yes,Yes,Yes,-
2414,2024-11-26,Desktop,Yes,Yes,No,Forced Account Creation
2415,2024-11-17,Tablet,Yes,Yes,No,Limited Payment Options
2416,2024-11-30,Mobile,Yes,Yes,Yes,-
2417,2024-11-30,Desktop,Yes,Yes,Yes,-
2418,2024-11-04,Tablet,Yes,Yes,Yes,-
2419,2024-11-02,Tablet,Yes,Yes,No,Complex Checkout Process
2420,2024-11-01,Mobile,No,No,No,-
2421,2024-11-21,Desktop,Yes,No,No,Not Ready to Buy
2422,2024-11-27,Tablet,Yes,No,No,Not Ready to Buy
2423,2024-11-21,Desktop,Yes,Yes,Yes,-
2424,2024-11-19,Mobile,No,No,No,-
2425,2024-11-15,Mobile,Yes,No,No,Complex Checkout Process
2426,2024-11-11,Mobile,No,No,No,-
2427,2024-11-30,Desktop,No,No,No,-
2428,2024-11-07,Mobile,No,No,No,-
2429,2024-11-09,Desktop,Yes,No,No,Forced Account Creation
2430,2024-11-02,Mobile,Yes,No,No,Complex Checkout Process
2431,2024-11-19,Tablet,Yes,No,No,Limited Payment Options
2432,2024-11-12,Mobile,Yes,Yes,No,Complex Checkout Process
2433,2024-11-22,Tablet,Yes,No,No,Forced Account Creation
2434,2024-11-07,Mobile,Yes,Yes,Yes,-
2435,2024-11-17,Tablet,No,No,No,-
2436,2024-11-13,Tablet,No,No,No,-
2437,2024-11-27,Mobile,Yes,Yes,Yes,-
2438,2024-11-25,Desktop,Yes,No,No,Not Ready to Buy
2439,2024-11-28,Desktop,Yes,Yes,Yes,-
2440,2024-11-17,Desktop,No,No,No,-
2441,2024-11-07,Desktop,Yes,Yes,No,Forced Account Creation
2442,2024-11-16,Desktop,Yes,No,No,Forced Account Creation
2443,2024-11-05,Mobile,No,No,No,-
2444,2024-11-12,Tablet,Yes,No,No,Limited Payment Options
2445,2024-11-11,Tablet,Yes,No,No,Limited Payment Options
2446,2024-11-27,Desktop,No,No,No,-
2447,2024-11-30,Desktop,Yes,No,No,Not Ready to Buy
2448,2024-11-01,Tablet,No,No,No,-
2449,2024-11-30,Mobile,No,No,No,-
2450,2024-11-15,Tablet,Yes,No,No,Limited Payment Options
2451,2024-11-29,Tablet,No,No,No,-
2452,2024-11-12,Desktop,No,No,No,-
2453,2024-11-01,Desktop,Yes,No,No,Limited Payment Options
2454,2024-11-22,Mobile,Yes,No,No,Limited Payment Options
2455,2024-11-30,Mobile,No,No,No,-
2456,2024-11-29,Tablet,No,No,No,-
2457,2024-11-17,Tablet,Yes,Yes,Yes,-
2458,2024-11-08,Mobile,Yes,No,No,Not Ready to Buy
2459,2024-11-21,Desktop,Yes,Yes,No,Not Ready to Buy
2460,2024-11-12,Desktop,Yes,Yes,No,High Shipping Cost
2461,2024-11-16,Mobile,Yes,Yes,Yes,-
2462,2024-11-22,Tablet,No,No,No,-
2463,2024-11-25,Desktop,No,No,No,-
2464,2024-11-20,Mobile,Yes,Yes,Yes,-
2465,2024-11-03,Tablet,Yes,Yes,No,Complex Checkout Process
2466,2024-11-24,Desktop,No,No,No,-
2467,2024-11-05,Tablet,Yes,No,No,Forced Account Creation
2468,2024-11-14,Desktop,No,No,No,-
2469,2024-11-30,Tablet,No,No,No,-
2470,2024-11-15,Mobile,Yes,No,No,Not Ready to Buy
2471,2024-11-01,Desktop,No,No,No,-
2472,2024-11-01,Desktop,No,No,No,-
2473,2024-11-14,Mobile,No,No,No,-
2474,2024-11-01,Mobile,No,No,No,-
2475,2024-11-26,Mobile,Yes,Yes,Yes,-
2476,2024-11-10,Desktop,Yes,No,No,High Shipping Cost
2477,2024-11-24,Tablet,No,No,No,-
2478,2024-11-05,Mobile,Yes,No,No,Limited Payment Options
2479,2024-11-03,Desktop,Yes,Yes,Yes,-
2480,2024-11-22,Tablet,No,No,No,-
2481,2024-11-29,Mobile,No,No,No,-
2482,2024-11-26,Tablet,No,No,No,-
2483,2024-11-26,Desktop,No,No,No,-
2484,2024-11-26,Desktop,Yes,No,No,Limited Payment Options
2485,2024-11-19,Mobile,Yes,Yes,Yes,-
2486,2024-11-20,Desktop,Yes,No,No,High Shipping Cost
2487,2024-11-20,Mobile,No,No,No,-
2488,2024-11-12,Desktop,No,No,No,-
2489,2024-11-15,Tablet,Yes,Yes,Yes,-
2490,2024-11-23,Mobile,No,No,No,-
2491,2024-11-10,Mobile,No,No,No,-
2492,2024-11-16,Tablet,Yes,No,No,Complex Checkout Process
2493,2024-11-13,Desktop,Yes,Yes,Yes,-
2494,2024-11-04,Desktop,No,No,No,-
2495,2024-11-03,Desktop,Yes,No,No,Not Ready to Buy
2496,2024-11-13,Tablet,No,No,No,-
2497,2024-11-06,Desktop,No,No,No,-
2498,2024-11-16,Mobile,No,No,No,-
2499,2024-11-27,Mobile,No,No,No,-
2500,2024-11-11,Mobile,Yes,Yes,No,Complex Checkout Process
2501,2024-11-17,Mobile,Yes,No,No,High Shipping Cost
2502,2024-11-09,Tablet,Yes,Yes,No,Forced Account Creation
2503,2024-11-09,Mobile,Yes,Yes,No,Not Ready to Buy
2504,2024-11-12,Desktop,Yes,Yes,Yes,-
2505,2024-11-24,Desktop,Yes,Yes,Yes,-
2506,2024-11-14,Desktop,Yes,No,No,High Shipping Cost
2507,2024-11-15,Mobile,Yes,Yes,No,Forced Account Creation
2508,2024-11-26,Tablet,Yes,Yes,Yes,-
2509,2024-11-24,Desktop,Yes,No,No,High Shipping Cost
2510,2024-11-29,Desktop,Yes,Yes,Yes,-
2511,2024-11-21,Tablet,Yes,No,No,Complex Checkout Process
2512,2024-11-28,Desktop,Yes,No,No,Complex Checkout Process
2513,2024-11-07,Desktop,Yes,Yes,Yes,-
2514,2024-11-07,Desktop,No,No,No,-
2515,2024-11-03,Tablet,Yes,No,No,High Shipping Cost
2516,2024-11-18,Desktop,Yes,Yes,No,High Shipping Cost
2517,2024-11-23,Desktop,No,No,No,-
2518,2024-11-19,Mobile,No,No,No,-
2519,2024-11-21,Mobile,No,No,No,-
2520,2024-11-15,Desktop,Yes,Yes,No,Limited Payment Options
2521,2024-11-10,Desktop,Yes,No,No,Not Ready to Buy
2522,2024-11-03,Mobile,Yes,No,No,High Shipping Cost
2523,2024-11-29,Tablet,No,No,No,-
2524,2024-11-30,Tablet,Yes,No,No,Limited Payment Options
2525,2024-11-11,Desktop,Yes,No,No,Not Ready to Buy
2526,2024-11-16,Tablet,No,No,No,-
2527,2024-11-18,Desktop,Yes,Yes,No,Forced Account Creation
2528,2024-11-18,Mobile,No,No,No,-
2529,2024-11-16,Mobile,No,No,No,-
2530,2024-11-18,Mobile,Yes,No,No,Not Ready to Buy
2531,2024-11-19,Desktop,Yes,Yes,Yes,-
2532,2024-11-16,Desktop,Yes,No,No,Complex Checkout Process
2533,2024-11-28,Tablet,Yes,No,No,Forced Account Creation
2534,2024-11-14,Desktop,Yes,Yes,Yes,-
2535,2024-11-26,Desktop,Yes,Yes,No,Limited Payment Options
2536,2024-11-15,Tablet,Yes,No,No,High Shipping Cost
2537,2024-11-27,Desktop,No,No,No,-
2538,2024-11-07,Tablet,Yes,Yes,Yes,-
2539,2024-11-29,Tablet,Yes,No,No,Forced Account Creation
2540,2024-11-04,Desktop,No,No,No,-
2541,2024-11-08,Tablet,Yes,No,No,High Shipping Cost
2542,2024-11-22,Tablet,Yes,Yes,Yes,-
2543,2024-11-12,Mobile,No,No,No,-
2544,2024-11-29,Tablet,Yes,Yes,No,Complex Checkout Process
2545,2024-11-19,Tablet,No,No,No,-
2546,2024-11-03,Mobile,No,No,No,-
2547,2024-11-23,Tablet,No,No,No,-
2548,2024-11-21,Desktop,Yes,No,No,Not Ready to Buy
2549,2024-11-03,Desktop,No,No,No,-
2550,2024-11-26,Mobile,Yes,Yes,Yes,-
2551,2024-11-22,Desktop,Yes,No,No,Not Ready to Buy
2552,2024-11-01,Desktop,Yes,No,No,Not Ready to Buy
2553,2024-11-30,Mobile,Yes,Yes,Yes,-
2554,2024-11-14,Mobile,Yes,Yes,Yes,-
2555,2024-11-07,Mobile,Yes,Yes,Yes,-
2556,2024-11-30,Mobile,Yes,Yes,No,Complex Checkout Process
2557,2024-11-15,Tablet,Yes,No,No,Complex Checkout Process
2558,2024-11-09,Mobile,Yes,No,No,Not Ready to Buy
2559,2024-11-12,Desktop,Yes,No,No,High Shipping Cost
2560,2024-11-22,Desktop,Yes,No,No,Limited Payment Options
2561,2024-11-21,Mobile,No,No,No,-
2562,2024-11-21,Desktop,No,No,No,-
2563,2024-11-23,Desktop,No,No,No,-
2564,2024-11-19,Tablet,No,No,No,-
2565,2024-11-22,Mobile,Yes,No,No,Complex Checkout Process
2566,2024-11-26,Mobile,Yes,Yes,Yes,-
2567,2024-11-23,Desktop,Yes,No,No,Forced Account Creation
2568,2024-11-14,Desktop,Yes,Yes,Yes,-
2569,2024-11-29,Tablet,Yes,No,No,Complex Checkout Process
2570,2024-11-17,Mobile,Yes,No,No,Not Ready to Buy
2571,2024-11-09,Tablet,Yes,No,No,Forced Account Creation
2572,2024-11-20,Mobile,Yes,Yes,Yes,-
2573,2024-11-20,Mobile,Yes,No,No,High Shipping Cost
2574,2024-11-01,Tablet,No,No,No,-
2575,2024-11-08,Mobile,Yes,No,No,Limited Payment Options
2576,2024-11-11,Desktop,Yes,No,No,Forced Account Creation
2577,2024-11-28,Tablet,Yes,No,No,Limited Payment Options
2578,2024-11-04,Tablet,Yes,No,No,Limited Payment Options
2579,2024-11-10,Mobile,Yes,No,No,Complex Checkout Process
2580,2024-11-26,Mobile,Yes,Yes,Yes,-
2581,2024-11-14,Mobile,Yes,Yes,Yes,-
2582,2024-11-17,Mobile,No,No,No,-
2583,2024-11-02,Tablet,No,No,No,-
2584,2024-11-27,Desktop,Yes,No,No,Limited Payment Options
2585,2024-11-04,Mobile,No,No,No,-
2586,2024-11-04,Tablet,Yes,Yes,Yes,-
2587,2024-11-25,Mobile,No,No,No,-
2588,2024-11-05,Mobile,Yes,Yes,No,Limited Payment Options
2589,2024-11-19,Tablet,No,No,No,-
2590,2024-11-23,Desktop,Yes,No,No,High Shipping Cost
2591,2024-11-25,Tablet,Yes,No,No,Not Ready to Buy
2592,2024-11-15,Desktop,Yes,No,No,Not Ready to Buy
2593,2024-11-20,Tablet,Yes,Yes,No,Complex Checkout Process
2594,2024-11-17,Tablet,No,No,No,-
2595,2024-11-19,Desktop,Yes,No,No,Complex Checkout Process
2596,2024-11-30,Tablet,No,No,No,-
2597,2024-11-04,Tablet,No,No,No,-
2598,2024-11-09,Desktop,Yes,No,No,High Shipping Cost
2599,2024-11-22,Mobile,Yes,Yes,No,Limited Payment Options
2600,2024-11-21,Tablet,Yes,No,No,Forced Account Creation
2601,2024-11-28,Tablet,Yes,No,No,Complex Checkout Process
2602,2024-11-16,Mobile,Yes,Yes,No,High Shipping Cost
2603,2024-11-28,Desktop,Yes,Yes,Yes,-
2604,2024-11-20,Tablet,No,No,No,-
2605,2024-11-23,Mobile,No,No,No,-
2606,2024-11-16,Mobile,Yes,No,No,Not Ready to Buy
2607,2024-11-23,Desktop,Yes,No,No,High Shipping Cost
2608,2024-11-28,Tablet,Yes,Yes,Yes,-
2609,2024-11-30,Tablet,No,No,No,-
2610,2024-11-21,Mobile,Yes,No,No,Not Ready to Buy
2611,2024-11-19,Tablet,Yes,Yes,Yes,-
2612,2024-11-18,Tablet,Yes,No,No,Complex Checkout Process
2613,2024-11-11,Tablet,Yes,Yes,No,High Shipping Cost
2614,2024-11-19,Tablet,Yes,Yes,No,Limited Payment Options
2615,2024-11-10,Mobile,No,No,No,-
2616,2024-11-16,Mobile,No,No,No,-
2617,2024-11-12,Mobile,No,No,No,-
2618,2024-11-18,Tablet,Yes,No,No,Limited Payment Options
2619,2024-11-12,Tablet,Yes,Yes,Yes,-
2620,2024-11-05,Desktop,Yes,Yes,Yes,-
2621,2024-11-15,Mobile,Yes,Yes,Yes,-
2622,2024-11-02,Desktop,Yes,No,No,Complex Checkout Process
2623,2024-11-11,Desktop,Yes,Yes,Yes,-
2624,2024-11-15,Tablet,Yes,No,No,High Shipping Cost
2625,2024-11-17,Tablet,Yes,No,No,Limited Payment Options
2626,2024-11-13,Tablet,Yes,No,No,High Shipping Cost
2627,2024-11-03,Tablet,No,No,No,-
2628,2024-11-30,Mobile,No,No,No,-
2629,2024-11-07,Tablet,No,No,No,-
2630,2024-11-18,Mobile,No,No,No,-
2631,2024-11-13,Desktop,Yes,Yes,No,Forced Account Creation
2632,2024-11-30,Mobile,Yes,No,No,Forced Account Creation
2633,2024-11-13,Tablet,No,No,No,-
2634,2024-11-05,Desktop,No,No,No,-
2635,2024-11-19,Mobile,Yes,Yes,Yes,-
2636,2024-11-24,Desktop,No,No,No,-
2637,2024-11-13,Tablet,Yes,Yes,Yes,-
2638,2024-11-22,Mobile,Yes,Yes,No,Not Ready to Buy
2639,2024-11-03,Mobile,Yes,No,No,Forced Account Creation
2640,2024-11-12,Desktop,No,No,No,-
2641,2024-11-01,Desktop,No,No,No,-
2642,2024-11-13,Desktop,No,No,No,-
2643,2024-11-03,Mobile,Yes,No,No,Limited Payment Options
2644,2024-11-05,Desktop,No,No,No,-
2645,2024-11-12,Desktop,No,No,No,-
2646,2024-11-26,Tablet,Yes,Yes,Yes,-
2647,2024-11-11,Desktop,Yes,No,No,Not Ready to Buy
2648,2024-11-17,Tablet,Yes,Yes,No,Forced Account Creation
2649,2024-11-11,Tablet,Yes,No,No,Forced Account Creation
2650,2024-11-21,Mobile,Yes,No,No,Limited Payment Options
2651,2024-11-04,Desktop,No,No,No,-
2652,2024-11-13,Mobile,Yes,Yes,Yes,-
2653,2024-11-11,Mobile,No,No,No,-
2654,2024-11-25,Desktop,Yes,No,No,High Shipping Cost
2655,2024-11-20,Desktop,Yes,Yes,Yes,-
2656,2024-11-12,Desktop,Yes,Yes,Yes,-
2657,2024-11-06,Desktop,No,No,No,-
2658,2024-11-15,Desktop,No,No,No,-
2659,2024-11-25,Tablet,No,No,No,-
2660,2024-11-09,Mobile,No,No,No,-
2661,2024-11-12,Desktop,Yes,Yes,Yes,-
2662,2024-11-26,Mobile,No,No,No,-
2663,2024-11-11,Desktop,No,No,No,-
2664,2024-11-02,Tablet,No,No,No,-
2665,2024-11-29,Tablet,Yes,Yes,No,Forced Account Creation
2666,2024-11-28,Mobile,Yes,Yes,Yes,-
2667,2024-11-23,Desktop,No,No,No,-
2668,2024-11-15,Desktop,No,No,No,-
2669,2024-11-30,Desktop,Yes,Yes,No,High Shipping Cost
2670,2024-11-13,Mobile,No,No,No,-
2671,2024-11-10,Tablet,Yes,No,No,Complex Checkout Process
2672,2024-11-04,Desktop,Yes,Yes,No,High Shipping Cost
2673,2024-11-03,Mobile,No,No,No,-
2674,2024-11-01,Desktop,No,No,No,-
2675,2024-11-26,Mobile,Yes,No,No,Limited Payment Options
2676,2024-11-30,Mobile,No,No,No,-
2677,2024-11-21,Mobile,No,No,No,-
2678,2024-11-12,Tablet,Yes,No,No,Complex Checkout Process
2679,2024-11-22,Tablet,Yes,Yes,No,Forced Account Creation
2680,2024-11-08,Mobile,No,No,No,-
2681,2024-11-08,Mobile,Yes,Yes,Yes,-
2682,2024-11-14,Mobile,No,No,No,-
2683,2024-11-06,Desktop,No,No,No,-
2684,2024-11-09,Mobile,Yes,Yes,No,Limited Payment Options
2685,2024-11-04,Desktop,No,No,No,-
2686,2024-11-16,Mobile,Yes,Yes,Yes,-
2687,2024-11-17,Mobile,Yes,Yes,No,Complex Checkout Process
2688,2024-11-22,Mobile,Yes,Yes,Yes,-
2689,2024-11-04,Mobile,Yes,No,No,High Shipping Cost
2690,2024-11-15,Tablet,No,No,No,-
2691,2024-11-26,Mobile,No,No,No,-
2692,2024-11-26,Desktop,No,No,No,-
2693,2024-11-22,Mobile,Yes,No,No,Limited Payment Options
2694,2024-11-23,Tablet,Yes,Yes,No,High Shipping Cost
2695,2024-11-11,Desktop,No,No,No,-
2696,2024-11-11,Mobile,Yes,Yes,No,High Shipping Cost
2697,2024-11-29,Desktop,Yes,Yes,Yes,-
2698,2024-11-16,Tablet,No,No,No,-
2699,2024-11-17,Desktop,Yes,Yes,Yes,-
2700,2024-11-04,Desktop,Yes,No,No,Limited Payment Options
2701,2024-11-07,Tablet,Yes,Yes,No,Complex Checkout Process
2702,2024-11-26,Tablet,Yes,Yes,Yes,-
2703,2024-11-01,Tablet,Yes,No,No,Complex Checkout Process
2704,2024-11-19,Mobile,No,No,No,-
2705,2024-11-13,Mobile,Yes,Yes,Yes,-
2706,2024-11-08,Mobile,Yes,No,No,Forced Account Creation
2707,2024-11-04,Desktop,Yes,Yes,No,Complex Checkout Process
2708,2024-11-11,Mobile,Yes,Yes,No,Limited Payment Options
2709,2024-11-04,Tablet,Yes,No,No,Forced Account Creation
2710,2024-11-15,Mobile,Yes,No,No,Complex Checkout Process
2711,2024-11-01,Desktop,Yes,No,No,Not Ready to Buy
2712,2024-11-28,Mobile,Yes,Yes,Yes,-
2713,2024-11-02,Mobile,No,No,No,-
2714,2024-11-05,Tablet,Yes,Yes,Yes,-
2715,2024-11-01,Desktop,Yes,Yes,Yes,-
2716,2024-11-05,Desktop,Yes,No,No,High Shipping Cost
2717,2024-11-22,Tablet,Yes,Yes,No,Complex Checkout Process
2718,2024-11-26,Desktop,No,No,No,-
2719,2024-11-21,Mobile,Yes,Yes,No,Forced Account Creation
2720,2024-11-30,Tablet,Yes,No,No,High Shipping Cost
2721,2024-11-24,Desktop,Yes,No,No,High Shipping Cost
2722,2024-11-07,Tablet,Yes,No,No,Limited Payment Options
2723,2024-11-18,Tablet,No,No,No,-
2724,2024-11-01,Mobile,Yes,Yes,Yes,-
2725,2024-11-10,Tablet,No,No,No,-
2726,2024-11-21,Mobile,Yes,No,No,Not Ready to Buy
